Learner,Recall(Sick),Recall(weighted),F1(Sick),F1(weighted),MCC,Precision(Sick),AUC,CA
"GBClassifier(learning_rate=0.03, min_samples_split=10, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9194779829545454,0.858608528374479,0.903791613944762,0.8564725609632856,0.6388110508655308,0.8886314886314887,0.9316967392680412,0.858608528374479
"GBClassifier(learning_rate=0.03, subsample=0.8, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9163707386363636,0.8645719781981405,0.9071893127087362,0.8634198852092366,0.657318394958447,0.8981900452488688,0.9421488954334238,0.8645719781981405
"GBClassifier(learning_rate=0.03, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9168146306818182,0.8650849631292081,0.9075489937604359,0.863926670073565,0.6585777179110284,0.8984687663128589,0.9421500945876452,0.8650849631292081
"GBClassifier(learning_rate=0.03, subsample=0.8, min_samples_split=10, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9163707386363636,0.8645719781981405,0.9071893127087362,0.8634198852092366,0.657318394958447,0.8981900452488688,0.9421488954334238,0.8645719781981405
"GBClassifier(learning_rate=0.03, min_samples_split=10, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9168146306818182,0.8650849631292081,0.9075489937604359,0.863926670073565,0.6585777179110284,0.8984687663128589,0.9421500945876452,0.8650849631292081
"GBClassifier(learning_rate=0.05, subsample=0.8, min_samples_split=5, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9090909090909091,0.8486694453350433,0.8966725043782837,0.8468757980989365,0.6150350333134365,0.8845888044229441,0.9132945903344807,0.8486694453350433
"GBClassifier(learning_rate=0.05, min_samples_split=5, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9093572443181818,0.8485411991022763,0.8966211484593838,0.8466968471729699,0.6145254092920487,0.8842368784530387,0.913028685572826,0.8485411991022763
"GBClassifier(learning_rate=0.05, subsample=0.8, min_samples_split=10, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9090909090909091,0.8486694453350433,0.8966725043782837,0.8468757980989365,0.6150350333134365,0.8845888044229441,0.9132945903344807,0.8486694453350433
"GBClassifier(learning_rate=0.05, min_samples_split=10, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9093572443181818,0.8485411991022763,0.8966211484593838,0.8466968471729699,0.6145254092920487,0.8842368784530387,0.913028685572826,0.8485411991022763
"GBClassifier(learning_rate=0.05, subsample=0.8, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9159268465909091,0.8645719781981405,0.9071485096280665,0.8634727735733508,0.6575268713663772,0.8985368402717296,0.9378457971304915,0.8645719781981405
